Date,return_1d,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,trend_10d,trend_20d,trend_60d,volume_ratio_20d,forward_return_5d,regime
2006-02-01,0.006980680822473495,0.013658678650518397,0.004459331773901454,0.013338848655701563,0.1070450418981732,0.12731770197975903,0.09781048788071144,0.007660106332531669,0.003882139618834435,0.019202255559720438,1.038395948555119,-0.01378625970977776,HighVol
2006-02-02,-0.011605218679154317,-0.003611774029145476,-0.01098932786181861,-0.0031422516945178725,0.1422153803189448,0.13896712713476903,0.10570599729963584,-0.0029305915845968533,-0.00761293916793071,0.006650475154918567,1.3316996066061628,-0.003861177280832906,HighVol
2006-02-03,-0.00496472100980383,-0.017660051973413027,0.0023815273704095308,-0.008714397985449152,0.11215723742177934,0.1048369778461882,0.10702561977059205,-0.008114564854878825,-0.012111082319215871,0.0010327543251131832,1.3291425270876798,0.0029302181151906748,HighVol
2006-02-06,0.0026136232748419364,-0.014325703194751571,0.0014239530666757538,-0.014325703194751571,0.11974202201315826,0.10409606355699785,0.10267477909958676,-0.005662756859243778,-0.00881568730473048,0.002984534918759163,0.7126259090161421,-0.0015006512856419185,HighVol
2006-02-07,-0.008846812807640547,-0.015842867145633877,-0.008454959546116525,-0.0255495119672281,0.12375159133291107,0.11319985205496638,0.10580086619605382,-0.013630551230094712,-0.01631760762932366,-0.006378759804144929,1.0913269301798798,0.018090628819093846,HighVol
2006-02-08,0.009084982957577203,-0.01378625970977776,-0.00031588315042785364,-0.017688222240917262,0.13500941990760443,0.12367305958701447,0.11182241066349007,-0.004638096718495244,-0.0064929813820349125,0.0021284553434266495,0.9007161656195332,0.012478212005000877,HighVol
2006-02-09,-0.0016581866351051966,-0.003861177280832906,-0.007459005610153446,-0.02242623271975519,0.11003559607947193,0.11987710579100092,0.11081329752788811,-0.005545953998347453,-0.007010679489151683,3.108629156067799e-05,0.9313732188735249,0.02175421961316437,HighVol
2006-02-10,0.0018191507342655289,0.0029302181151906748,-0.014781581662430043,-0.016770648621734496,0.10405906083304378,0.10771719413677704,0.1107470858958537,-0.0022455197276943784,-0.00435958426075489,0.0013746869563080466,0.951548872076198,0.01713522321140304,HighVol
2006-02-13,-0.0018158474340725927,-0.0015006512856419185,-0.01580485659547659,-0.01764049363852571,0.10341538010830255,0.10765720941400542,0.11080314646536846,-0.0024618763645769537,-0.005279900897357082,-0.0009465858901626101,0.7673726910489714,0.01645436209880269,HighVol
2006-02-14,0.010600330289637583,0.018090628819093846,0.0019611542444981644,-0.004519445303023617,0.09365987597717132,0.11795769139136265,0.11771989120335667,0.007913476330957625,0.005493907565104816,0.00899097544385441,1.297436752126329,0.011897661223059242,HighVol
2006-02-15,0.003522211466625569,0.012478212005000877,-0.001480075576191453,0.0029726560496654564,0.0805702310594643,0.11360554115798022,0.11753981818240326,0.011615228314440396,0.008884609944338706,0.011983071139745727,1.210109606201466,0.0068644770829340285,HighVol
2006-02-16,0.007488307725481258,0.02175421961316437,0.01780904543379891,0.006624008132802395,0.07696272629308326,0.09908669125088007,0.11974395270184116,0.017376205319293847,0.016099634271851793,0.018932423262724596,0.8766257625214935,0.001935604691731596,HighVol
2006-02-17,-0.0027097261361516134,0.01713522321140304,0.02011565126805559,0.022545084612533683,0.09157345617820475,0.09536272598783666,0.0985773134875743,0.01259347126374144,0.012215522944295065,0.015675531401962095,0.6124145925318318,0.005046453159849085,HighVol
2006-02-21,-0.0024840228715038437,0.01645436209880269,0.014929018553522688,0.01637422984195025,0.09406783723400516,0.09785972222290279,0.09893366946027143,0.008579652029910845,0.008880597336539564,0.012772439191361507,0.7164030188167151,-0.002023867367121013,HighVol
2006-02-22,0.006069872669731469,0.011897661223059242,0.030203526215154763,0.021493197076739134,0.07554106457971926,0.08087418310276559,0.10067042826643421,0.011691915716142809,0.01392167477267292,0.018530499286753432,0.6581411590391572,0.0007739786404241666,HighVol
2006-02-23,-0.0014693131435926654,0.0068644770829340285,0.01942834548827932,0.01910632525087097,0.07900715699740789,0.07580480247222285,0.10107769047351238,0.008264255236674733,0.01147195913315091,0.01668411290709071,0.6992883791570733,0.002169296170041468,HighVol
